shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP000166,0,17.0,42.0,0.392,3,130.3,0.204,0.054,0.04,0.887,-0.331,0.117,0.026,-1.725,0.189,0.653,2.316,4.6,0,0.096
SHOP000167,0,22.0,164.0,0.522,1,105.8,0.14,0.054,0.016,0.862,-0.195,0.247,-0.013,-0.246,0.192,0.251,2.78,2.9,0,0.036
SHOP000168,0,19.0,190.0,0.317,2,75.1,0.233,0.102,0.021,0.799,-0.073,0.117,-0.084,-0.291,0.112,0.386,2.34,4.3,1,0.044
SHOP000169,1,20.0,108.0,0.556,1,53.6,0.101,0.059,0.019,0.909,-0.243,0.23,0.041,0.757,0.038,0.482,2.034,3.9,1,0.064
SHOP000170,0,29.0,67.0,0.396,0,93.9,0.316,0.086,0.03,0.91,-0.078,0.246,-0.054,1.186,0.135,0.452,2.743,5.6,1,0.022
SHOP000171,1,14.0,81.0,0.468,3,110.9,0.284,0.048,0.029,0.901,-0.053,0.2,0.13,0.659,0.113,0.449,1.753,5.6,0,0.08
SHOP000172,0,22.0,225.0,0.343,0,122.7,0.326,0.049,0.026,0.916,0.033,0.069,0.025,1.415,0.148,0.597,1.851,4.2,1,0.011
SHOP000173,0,18.0,383.0,0.512,1,52.1,0.487,0.022,0.022,0.954,0.142,0.118,0.353,1.981,0.101,0.524,2.274,6.5,1,0.03
SHOP000174,0,11.0,292.0,0.302,1,54.2,0.463,0.06,0.029,0.902,0.069,0.157,0.25,-1.991,0.071,0.404,3.134,7.4,0,0.022
SHOP000175,0,26.0,223.0,0.524,1,26.6,0.187,0.054,0.017,0.904,-0.047,0.155,-0.026,0.359,0.139,0.332,1.869,5.7,1,0.004
SHOP000176,0,11.0,32.0,0.397,3,36.9,0.148,0.18,0.052,0.92,-0.01,0.309,-0.086,-0.347,0.178,0.469,2.083,5.4,3,0.059
SHOP000177,1,23.0,80.0,0.387,0,81.5,0.114,0.011,0.03,0.966,0.15,0.285,-0.137,2.374,0.153,0.286,2.195,6.6,0,0.0
SHOP000178,0,14.0,170.0,0.068,1,94.3,0.32,0.031,0.047,0.9,-0.034,0.215,-0.113,-1.279,0.226,0.346,2.469,6.6,1,0.01
SHOP000179,1,21.0,195.0,0.385,0,145.7,0.207,0.072,0.011,0.87,0.374,0.162,0.017,-0.839,0.177,0.492,1.723,5.0,0,0.053
SHOP000180,0,26.0,32.0,0.376,2,67.7,0.346,0.103,0.035,0.916,-0.168,0.274,-0.142,-1.996,0.201,0.608,1.819,5.9,0,0.008
SHOP000181,0,25.0,272.0,0.37,2,139.9,0.404,0.08,0.036,0.9,0.189,0.263,-0.042,-1.812,0.16,0.484,1.551,6.6,0,0.009
SHOP000182,0,26.0,141.0,0.511,2,52.7,0.268,0.05,0.028,0.892,0.236,0.147,0.103,0.41,0.065,0.486,2.272,4.5,1,0.027
SHOP000183,0,15.0,173.0,0.487,1,118.6,0.317,0.105,0.042,0.834,0.208,0.326,0.073,-1.942,0.241,0.575,1.188,5.8,1,0.052
SHOP000184,1,22.0,100.0,0.535,4,77.0,0.207,0.111,0.048,0.756,-0.053,0.136,-0.189,0.35,0.227,0.512,2.535,6.0,0,0.094
SHOP000185,1,11.0,128.0,0.447,3,94.2,0.288,0.052,0.043,0.925,-0.117,0.205,-0.094,0.163,0.326,0.578,1.999,4.4,0,0.081
SHOP000186,0,25.0,73.0,0.294,5,65.3,0.251,0.138,0.039,0.849,0.004,0.226,0.065,-0.073,0.156,0.419,1.641,2.4,1,0.011
SHOP000187,0,26.0,121.0,0.311,1,118.8,0.343,0.03,0.02,0.979,0.049,0.183,-0.035,2.126,0.072,0.568,2.502,3.4,0,0.02
SHOP000188,0,4.0,236.0,0.402,1,117.4,0.611,0.042,0.039,0.894,0.124,0.165,0.147,1.031,0.083,0.415,1.91,2.3,0,0.015
SHOP000189,1,1.0,112.0,0.74,2,56.0,0.153,0.127,0.051,0.879,-0.008,0.278,-0.374,-1.565,0.162,0.287,2.004,4.1,1,0.037
SHOP000190,0,18.0,64.0,0.355,2,84.8,0.014,0.119,0.003,0.841,0.139,0.269,-0.326,-1.424,0.204,0.454,1.007,3.4,0,0.093
SHOP000191,0,16.0,43.0,0.281,1,119.1,0.264,0.05,0.039,0.826,0.103,0.094,-0.022,0.065,0.082,0.455,3.37,3.3,0,0.043
SHOP000192,0,32.0,111.0,0.588,1,116.8,0.13,0.093,0.029,0.859,0.034,0.251,-0.024,-0.437,0.135,0.428,2.936,4.5,0,0.03
SHOP000193,1,7.0,141.0,0.32,0,32.6,0.196,0.134,0.004,0.839,-0.027,0.139,0.108,-0.57,0.096,0.606,1.271,3.2,1,0.039
SHOP000194,0,28.0,204.0,0.376,2,16.7,0.184,0.054,0.0,0.916,0.361,0.202,-0.011,2.565,0.127,0.541,2.879,5.5,1,0.039
SHOP000195,0,23.0,299.0,0.317,0,67.6,0.467,0.007,0.022,0.93,0.044,0.114,0.023,0.824,0.135,0.615,2.39,4.2,1,0.019
SHOP000196,1,11.0,128.0,0.428,2,111.1,0.215,0.055,0.032,0.905,-0.03,0.223,0.097,-1.336,0.142,0.534,1.983,7.7,2,0.059
SHOP000197,1,15.0,150.0,0.346,1,50.8,0.22,0.063,0.014,0.854,0.105,0.209,-0.027,-0.204,0.218,0.45,1.766,7.1,0,0.038
SHOP000198,0,28.0,107.0,0.41,2,56.8,0.302,0.0,0.021,0.882,-0.051,0.109,0.052,1.641,0.251,0.509,1.373,2.1,2,0.091
SHOP000199,1,22.0,28.0,0.259,1,113.3,0.069,0.106,0.036,0.937,0.165,0.283,0.255,-1.487,0.123,0.29,2.574,6.7,1,0.027
SHOP000200,0,25.0,196.0,0.515,0,92.5,0.26,0.075,0.028,0.761,0.157,0.271,0.003,0.22,0.228,0.463,1.895,4.2,1,0.081
SHOP000201,0,21.0,174.0,0.491,2,99.7,0.016,0.077,0.018,0.85,0.34,0.2,0.099,-0.299,0.09,0.305,1.772,5.1,2,0.106
SHOP000202,0,18.0,271.0,0.743,1,104.9,0.142,0.074,0.03,0.903,-0.199,0.238,0.115,-0.304,0.072,0.456,1.569,5.8,0,0.029
SHOP000203,1,12.0,184.0,0.203,3,113.5,0.31,0.08,0.033,0.937,-0.115,0.24,0.038,-2.829,0.109,0.378,2.551,5.3,1,0.053
SHOP000204,0,30.0,348.0,0.444,1,48.3,0.442,0.068,0.022,1.0,0.228,0.154,0.109,1.762,0.057,0.308,2.609,5.0,1,0.02
SHOP000205,0,13.0,1.0,0.682,1,84.6,0.261,0.056,0.026,0.926,0.297,0.231,0.128,0.67,0.07,0.357,1.66,3.8,1,0.054
SHOP000206,0,22.0,229.0,0.278,1,80.7,0.249,0.075,0.038,0.907,0.199,0.141,0.039,0.671,0.184,0.6,1.973,4.2,0,0.024
SHOP000207,0,18.0,288.0,0.348,0,123.4,0.312,0.085,0.016,0.847,0.232,0.14,0.126,-0.056,0.135,0.456,2.364,6.2,1,0.012
SHOP000208,0,15.0,418.0,0.336,1,53.1,0.209,0.084,0.016,0.85,0.075,0.218,0.099,1.743,0.111,0.364,2.631,5.6,0,0.008
SHOP000209,0,12.0,110.0,0.355,0,52.9,0.211,0.025,0.023,0.992,-0.08,0.14,-0.05,0.534,0.154,0.447,2.134,3.3,1,0.036
SHOP000210,0,11.0,89.0,0.37,3,29.2,0.193,0.094,0.045,0.869,0.02,0.305,-0.191,-0.949,0.14,0.573,2.639,7.5,2,0.038
SHOP000211,0,19.0,116.0,0.37,0,47.9,0.305,0.049,0.029,0.937,0.095,0.173,0.136,3.199,0.05,0.469,2.483,3.5,1,0.002
SHOP000212,0,30.0,136.0,0.377,1,67.5,0.171,0.105,0.042,0.808,0.081,0.125,0.008,-0.187,0.214,0.392,2.336,6.0,0,0.026
SHOP000213,0,25.0,150.0,0.349,0,111.3,0.236,0.038,0.025,0.949,0.098,0.166,0.191,2.223,0.142,0.381,1.696,4.0,0,0.013
SHOP000214,0,19.0,116.0,0.506,0,85.2,0.23,0.096,0.022,0.872,0.309,0.15,0.044,-0.035,0.158,0.302,1.947,4.4,0,0.05
SHOP000215,1,22.0,35.0,0.546,1,128.5,0.35,0.098,0.03,0.887,0.061,0.286,0.045,-1.232,0.0,0.318,1.295,8.0,0,0.041
SHOP000216,0,19.0,150.0,0.415,1,108.0,0.286,0.063,0.04,0.889,-0.335,0.2,0.062,-0.359,0.243,0.394,1.763,5.9,1,0.062
SHOP000217,1,23.0,104.0,0.312,1,10.0,0.403,0.104,0.042,0.756,-0.294,0.434,-0.1,-1.623,0.179,0.029,2.388,7.0,1,0.016
SHOP000218,0,16.0,30.0,0.256,2,24.3,0.36,0.058,0.02,0.852,-0.243,0.136,0.221,0.653,0.202,0.263,2.615,4.1,1,0.037
SHOP000219,0,5.0,133.0,0.204,1,85.1,0.213,0.089,0.019,0.952,0.262,0.255,-0.19,1.194,0.119,0.349,2.458,3.1,1,0.032
SHOP000220,0,11.0,202.0,0.416,2,118.5,0.307,0.026,0.029,0.917,-0.147,0.226,0.01,0.245,0.15,0.419,1.756,5.1,1,0.01
SHOP000221,0,22.0,348.0,0.471,3,76.9,0.253,0.037,0.031,0.915,0.057,0.182,-0.081,-0.677,0.125,0.492,2.287,5.4,1,0.026
SHOP000222,0,14.0,175.0,0.218,1,90.7,0.36,0.054,0.006,0.85,-0.225,0.165,-0.041,-0.761,0.146,0.365,1.937,2.5,1,0.03
SHOP000223,0,13.0,138.0,0.378,0,77.0,0.554,0.033,0.021,0.954,0.301,0.121,0.092,2.966,0.054,0.387,1.713,4.0,1,0.017
SHOP000224,1,10.0,140.0,0.538,0,84.7,0.215,0.111,0.044,0.82,0.235,0.132,-0.03,-0.942,0.261,0.674,1.818,8.2,0,0.037
SHOP000225,0,17.0,118.0,0.578,0,81.2,0.3,0.069,0.033,0.878,-0.184,0.093,-0.028,0.776,0.228,0.48,2.851,6.0,0,0.046
SHOP000226,1,10.0,81.0,0.139,0,117.5,0.227,0.167,0.037,0.724,0.032,0.457,-0.227,-1.719,0.263,0.448,2.419,0.0,2,0.059
SHOP000227,1,25.0,1.0,0.669,3,90.4,0.171,0.074,0.0,0.862,-0.088,0.406,0.047,-5.06,0.182,0.781,1.871,11.0,0,0.047
SHOP000228,0,11.0,189.0,0.529,1,95.8,0.223,0.07,0.032,0.929,0.412,0.196,0.095,1.316,0.134,0.518,2.014,5.0,1,0.035
SHOP000229,1,20.0,160.0,0.431,1,103.1,0.437,0.043,0.017,0.988,0.3,0.231,0.037,0.086,0.214,0.407,2.101,0.7,1,0.018
SHOP000230,0,9.0,225.0,0.474,1,155.3,0.383,0.046,0.033,0.888,0.254,0.177,0.007,2.771,0.206,0.386,2.396,4.2,0,0.011
SHOP000231,0,32.0,226.0,0.452,1,123.7,0.278,0.085,0.048,1.0,0.314,0.22,-0.024,0.45,0.152,0.416,2.14,6.9,1,0.045
SHOP000232,1,10.0,216.0,0.432,1,64.5,0.276,0.102,0.007,0.866,-0.04,0.236,0.099,-0.806,0.076,0.358,2.157,6.6,0,0.035
SHOP000233,0,22.0,1.0,0.29,0,78.7,0.172,0.102,0.029,0.901,-0.241,0.357,-0.041,-1.876,0.116,0.463,1.51,3.1,1,0.079
SHOP000234,0,21.0,332.0,0.373,1,133.4,0.294,0.091,0.041,1.0,0.286,0.08,0.13,0.779,0.04,0.222,1.922,1.3,1,0.038
SHOP000235,0,15.0,172.0,0.513,2,67.7,0.169,0.06,0.003,0.933,-0.083,0.311,0.176,0.724,0.037,0.387,2.774,6.0,0,0.0
SHOP000236,0,31.0,205.0,0.225,1,98.3,0.468,0.027,0.004,0.916,0.348,0.121,0.005,2.477,0.112,0.27,1.546,4.9,0,0.0
SHOP000237,0,20.0,74.0,0.416,2,75.1,0.377,0.062,0.028,0.924,0.197,0.283,-0.183,0.528,0.067,0.405,2.164,6.1,0,0.0
SHOP000238,0,24.0,1.0,0.352,1,68.2,0.135,0.103,0.022,0.932,0.156,0.206,-0.093,3.181,0.144,0.236,2.456,3.7,0,0.013
SHOP000239,1,7.0,168.0,0.369,0,149.0,0.314,0.071,0.015,0.938,0.05,0.195,-0.198,-0.587,0.149,0.561,1.207,3.4,2,0.032
SHOP000240,1,19.0,142.0,0.296,0,74.2,0.362,0.072,0.031,0.965,-0.01,0.104,-0.015,1.023,0.078,0.162,1.945,6.4,0,0.033
SHOP000241,0,31.0,273.0,0.524,0,55.3,0.259,0.035,0.057,0.828,-0.205,0.11,0.077,0.851,0.283,0.503,1.791,6.3,0,0.066
SHOP000242,0,35.0,126.0,0.288,1,65.2,0.3,0.034,0.017,0.92,0.055,0.263,-0.012,-0.234,0.095,0.651,1.949,0.9,1,0.055
SHOP000243,0,2.0,144.0,0.236,0,119.2,0.345,0.019,0.018,0.92,0.087,0.162,0.053,1.297,0.152,0.333,2.342,1.7,0,0.006
SHOP000244,1,16.0,116.0,0.328,2,93.8,0.191,0.094,0.046,0.905,-0.29,0.27,0.042,0.582,0.088,0.367,1.699,4.8,1,0.048
SHOP000245,0,9.0,162.0,0.346,2,80.6,0.375,0.016,0.026,0.903,0.074,0.149,0.156,0.867,0.106,0.329,3.428,2.7,0,0.026
SHOP000246,0,31.0,159.0,0.412,1,126.8,0.357,0.071,0.026,0.932,0.137,0.085,-0.006,1.189,0.174,0.228,2.375,4.3,0,0.036
SHOP000247,1,18.0,93.0,0.392,1,99.9,0.195,0.046,0.035,0.878,0.166,0.043,0.086,0.721,0.192,0.645,1.804,5.4,0,0.06
SHOP000248,1,11.0,160.0,0.282,2,43.5,0.0,0.153,0.02,0.858,-0.102,0.315,-0.174,-2.276,0.26,0.422,1.231,4.2,0,0.08
SHOP000249,0,18.0,37.0,0.557,0,29.4,0.331,0.041,0.03,0.871,0.199,0.304,0.024,2.044,0.062,0.345,2.851,6.0,1,0.017
SHOP000250,0,13.0,147.0,0.38,0,85.7,0.33,0.027,0.017,0.919,-0.072,0.257,-0.051,-1.813,0.153,0.303,1.978,5.0,1,0.02
SHOP000251,0,23.0,1.0,0.447,1,109.8,0.379,0.109,0.017,0.909,-0.0,0.075,-0.032,-1.685,0.239,0.469,3.106,7.4,1,0.041
SHOP000252,0,1.0,148.0,0.138,2,166.3,0.15,0.081,0.059,0.912,0.239,0.352,0.013,0.539,0.257,0.302,2.299,8.1,0,0.036
SHOP000253,0,19.0,232.0,0.157,0,186.6,0.488,0.036,0.029,0.895,-0.05,0.184,0.158,1.454,0.083,0.494,2.268,5.1,0,0.01
SHOP000254,0,17.0,263.0,0.336,0,73.9,0.308,0.061,0.049,0.823,0.275,0.125,0.034,0.589,0.17,0.447,2.562,6.1,2,0.003
SHOP000255,0,22.0,190.0,0.54,2,62.1,0.28,0.0,0.026,0.658,-0.135,0.206,-0.006,1.951,0.204,0.417,2.56,7.4,1,0.051
SHOP000256,1,25.0,54.0,0.408,3,50.5,0.281,0.082,0.062,0.872,-0.121,0.125,-0.014,-0.427,0.096,0.465,1.966,6.5,0,0.054
SHOP000257,0,13.0,128.0,0.217,1,18.3,0.314,0.024,0.008,0.824,-0.092,0.197,-0.094,0.001,0.184,0.332,2.196,5.3,2,0.028
SHOP000258,0,24.0,211.0,0.374,4,60.8,0.383,0.043,0.012,0.881,0.221,0.202,0.078,-0.069,0.161,0.438,2.318,0.0,0,0.034
SHOP000259,0,17.0,388.0,0.262,1,128.2,0.416,0.068,0.019,0.926,0.294,0.026,0.222,1.196,0.063,0.462,1.843,4.1,1,0.022
SHOP000260,0,29.0,364.0,0.389,2,92.1,0.339,0.084,0.009,0.898,0.273,0.172,-0.031,1.487,0.166,0.532,2.825,8.2,0,0.022
SHOP000261,0,15.0,29.0,0.377,0,86.2,0.172,0.08,0.024,0.827,0.024,0.08,-0.007,-0.762,0.128,0.471,2.744,6.1,0,0.0
SHOP000262,0,22.0,1.0,0.435,1,150.8,0.149,0.128,0.009,0.82,-0.279,0.15,-0.012,-0.618,0.225,0.476,2.283,9.6,0,0.024
SHOP000263,0,22.0,102.0,0.302,1,137.8,0.143,0.096,0.004,0.946,-0.217,0.129,0.04,0.936,0.21,0.37,2.11,4.8,0,0.0
SHOP000264,0,4.0,86.0,0.713,2,101.5,0.303,0.086,0.034,0.751,0.14,0.271,0.008,-0.98,0.069,0.631,1.434,5.1,1,0.069
SHOP000265,0,20.0,142.0,0.577,1,64.7,0.266,0.127,0.003,0.947,-0.092,0.21,0.137,-2.163,0.148,0.452,1.975,8.7,2,0.062
SHOP000266,1,20.0,81.0,0.504,2,83.5,0.253,0.055,0.039,0.807,-0.148,0.152,-0.116,0.426,0.161,0.47,2.846,9.5,2,0.056
SHOP000267,0,15.0,186.0,0.406,2,40.6,0.204,0.075,0.029,0.787,-0.116,0.158,0.116,-2.193,0.158,0.589,2.177,7.9,1,0.036
SHOP000268,0,20.0,84.0,0.287,2,124.3,0.228,0.106,0.02,0.884,0.024,0.187,0.101,0.337,0.188,0.342,2.072,6.2,3,0.029
SHOP000269,0,25.0,160.0,0.481,0,86.2,0.203,0.102,0.017,0.862,0.052,0.096,0.085,0.634,0.213,0.355,1.818,7.8,0,0.043
SHOP000270,0,22.0,217.0,0.451,0,89.7,0.035,0.026,0.021,0.845,-0.091,0.073,0.143,1.251,0.045,0.509,1.733,4.2,1,0.033
SHOP000271,0,8.0,116.0,0.0,2,85.9,0.076,0.092,0.018,0.818,-0.105,0.237,0.063,1.218,0.174,0.546,2.261,4.4,0,0.047
SHOP000272,0,26.0,97.0,0.382,1,10.0,0.276,0.021,0.031,0.86,0.082,0.104,-0.045,0.621,0.12,0.475,1.325,3.1,0,0.052
SHOP000273,1,9.0,143.0,0.353,2,134.2,0.143,0.083,0.045,0.904,-0.387,0.303,-0.185,-0.624,0.119,0.5,1.89,3.6,0,0.083
SHOP000274,0,22.0,168.0,0.528,3,69.5,0.2,0.135,0.035,0.837,0.002,0.237,0.125,0.279,0.105,0.438,1.624,3.1,1,0.021
SHOP000275,1,17.0,168.0,0.357,2,44.3,0.208,0.098,0.022,0.851,-0.196,0.26,0.142,-0.52,0.171,0.439,2.681,5.8,2,0.017
SHOP000276,0,18.0,94.0,0.346,1,62.7,0.328,0.1,0.022,0.991,-0.048,0.318,0.101,0.209,0.161,0.366,2.321,6.1,0,0.023
SHOP000277,0,17.0,147.0,0.223,1,108.5,0.531,0.039,0.037,0.959,-0.151,0.144,0.072,0.932,0.217,0.214,2.985,2.5,1,0.033
SHOP000278,1,13.0,323.0,0.52,1,39.8,0.357,0.091,0.027,0.916,-0.247,0.343,0.024,0.903,0.088,0.304,2.16,1.1,0,0.021
SHOP000279,0,19.0,23.0,0.528,1,74.6,0.166,0.071,0.032,0.858,-0.408,0.074,-0.036,-0.683,0.178,0.745,2.463,7.7,0,0.045
SHOP000280,0,3.0,64.0,0.214,1,52.7,0.301,0.101,0.025,0.866,0.172,0.357,-0.2,0.288,0.235,0.55,2.034,6.0,0,0.082
SHOP000281,0,14.0,142.0,0.216,1,98.5,0.441,0.003,0.027,0.992,0.121,0.199,0.314,3.966,0.088,0.283,2.901,3.8,0,0.021
SHOP000282,0,7.0,141.0,0.596,2,70.9,0.217,0.045,0.037,0.879,-0.139,0.204,-0.233,0.221,0.186,0.711,1.441,7.7,2,0.0
SHOP000283,0,16.0,160.0,0.521,3,39.9,0.031,0.187,0.033,0.907,-0.026,0.207,0.243,2.041,0.197,0.561,3.03,4.7,0,0.062
SHOP000284,0,25.0,97.0,0.356,2,124.2,0.328,0.013,0.024,0.957,0.171,0.136,-0.085,1.581,0.144,0.289,1.659,2.4,0,0.004
SHOP000285,0,25.0,128.0,0.233,0,89.5,0.323,0.054,0.012,0.921,0.082,0.124,0.178,2.55,0.075,0.183,2.977,5.5,0,0.043
SHOP000286,0,12.0,144.0,0.691,0,33.6,0.258,0.096,0.036,0.79,-0.063,0.328,0.144,0.764,0.151,0.436,1.383,3.2,1,0.055
SHOP000287,0,23.0,361.0,0.281,0,95.2,0.235,0.079,0.038,0.824,0.099,0.225,-0.182,-2.519,0.118,0.476,2.466,4.0,0,0.046
SHOP000288,0,13.0,195.0,0.35,1,86.3,0.446,0.05,0.046,0.826,0.029,0.057,0.005,0.346,0.167,0.28,2.566,5.0,1,0.033
SHOP000289,0,21.0,216.0,0.23,1,81.1,0.162,0.011,0.025,0.886,0.149,0.17,0.169,-0.968,0.131,0.532,2.389,4.5,0,0.031
SHOP000290,0,22.0,161.0,0.479,2,92.2,0.356,0.041,0.059,0.768,-0.071,0.288,0.07,-0.179,0.097,0.446,2.821,7.7,1,0.028
SHOP000291,0,9.0,321.0,0.467,0,70.1,0.314,0.047,0.022,0.834,0.078,0.159,-0.013,0.227,0.179,0.212,1.706,2.9,0,0.038
SHOP000292,1,16.0,181.0,0.572,1,70.8,0.035,0.076,0.003,0.915,-0.099,0.144,-0.058,-0.988,0.201,0.482,1.598,7.0,1,0.025
SHOP000293,0,26.0,220.0,0.22,0,58.6,0.362,0.014,0.018,1.0,-0.117,0.166,0.126,2.707,0.08,0.398,2.315,1.5,0,0.033
SHOP000294,0,21.0,92.0,0.311,1,35.4,0.445,0.086,0.028,0.911,-0.183,0.221,-0.074,2.263,0.216,0.396,2.08,4.1,0,0.021
SHOP000295,0,15.0,38.0,0.547,3,78.3,0.224,0.076,0.03,0.854,0.094,0.259,0.111,0.697,0.179,0.489,1.599,5.9,0,0.027
SHOP000296,0,17.0,69.0,0.3,0,113.4,0.39,0.086,0.039,0.789,0.023,0.164,-0.129,0.064,0.051,0.534,2.065,2.6,1,0.02
SHOP000297,0,7.0,180.0,0.338,2,118.1,0.304,0.036,0.012,0.971,-0.051,0.027,0.09,0.087,0.161,0.43,1.772,2.0,0,0.036
SHOP000298,0,20.0,132.0,0.357,1,139.7,0.353,0.056,0.008,0.9,0.036,0.101,0.079,0.053,0.127,0.253,2.981,2.7,1,0.021
SHOP000299,1,16.0,64.0,0.657,0,41.3,0.047,0.048,0.023,0.829,-0.378,0.157,-0.204,-0.457,0.215,0.383,2.145,5.7,1,0.029
SHOP000300,1,4.0,119.0,0.606,4,100.7,0.353,0.129,0.036,0.877,-0.226,0.18,-0.106,-1.42,0.194,0.536,2.054,4.9,2,0.049
SHOP000301,0,17.0,191.0,0.492,1,93.2,0.386,0.024,0.0,0.97,0.318,0.091,0.004,1.868,0.118,0.312,2.747,4.3,0,0.018
SHOP000302,0,17.0,80.0,0.525,0,62.0,0.068,0.142,0.031,0.869,0.196,0.222,0.072,1.046,0.211,0.498,1.82,5.2,0,0.033
SHOP000303,0,29.0,87.0,0.164,2,51.9,0.326,0.058,0.015,0.932,0.165,0.176,0.027,-0.353,0.058,0.553,1.514,6.6,0,0.044
SHOP000304,0,30.0,111.0,0.458,1,58.8,0.531,0.106,0.036,0.926,-0.014,0.174,-0.004,1.108,0.118,0.384,2.05,5.8,1,0.021
SHOP000305,0,24.0,70.0,0.618,1,71.4,0.372,0.0,0.035,0.866,0.219,0.122,0.166,-0.014,0.138,0.356,2.792,6.8,0,0.026
SHOP000306,1,18.0,86.0,0.436,2,46.6,0.291,0.033,0.023,0.907,-0.003,0.174,0.122,-0.045,0.149,0.164,2.241,4.8,0,0.054
SHOP000307,1,14.0,90.0,0.231,3,65.0,0.328,0.127,0.036,0.766,0.136,0.215,0.093,-1.056,0.312,0.586,2.362,7.1,2,0.08
SHOP000308,1,24.0,206.0,0.343,0,114.5,0.167,0.064,0.027,0.928,0.032,0.079,-0.035,-0.294,0.237,0.626,1.87,5.2,2,0.02
SHOP000309,1,19.0,94.0,0.517,3,110.5,0.165,0.057,0.06,0.812,-0.296,0.258,0.185,-1.12,0.166,0.469,0.996,3.3,1,0.062
SHOP000310,0,14.0,11.0,0.382,4,43.6,0.31,0.073,0.018,0.92,0.061,0.317,0.081,-2.607,0.217,0.643,1.876,5.0,2,0.015
SHOP000311,1,19.0,192.0,0.234,1,63.7,0.285,0.072,0.02,0.887,-0.228,0.094,-0.092,0.228,0.25,0.297,2.251,9.5,1,0.044
SHOP000312,1,10.0,222.0,0.25,0,49.7,0.238,0.114,0.025,0.915,-0.033,0.156,-0.221,0.14,0.179,0.682,1.145,8.7,2,0.062
SHOP000313,0,27.0,162.0,0.459,3,95.9,0.248,0.008,0.039,0.958,0.16,0.195,-0.038,0.461,0.208,0.579,2.398,4.6,3,0.029
SHOP000314,1,7.0,88.0,0.543,2,85.6,0.173,0.156,0.015,0.863,-0.2,0.162,-0.129,-1.896,0.194,0.352,2.875,7.5,2,0.05
SHOP000315,0,24.0,99.0,0.183,0,65.7,0.224,0.066,0.034,0.891,-0.031,0.256,0.209,1.072,0.054,0.321,2.318,2.0,0,0.053
SHOP000316,1,24.0,74.0,0.446,0,103.6,0.277,0.082,0.019,0.829,-0.151,0.121,-0.016,-0.093,0.21,0.513,2.293,4.2,0,0.05
SHOP000317,0,32.0,61.0,0.369,1,123.9,0.265,0.032,0.01,0.851,0.273,0.131,0.172,1.343,0.054,0.671,2.144,4.7,1,0.043
SHOP000318,0,12.0,148.0,0.759,1,106.9,0.22,0.091,0.049,0.818,0.073,0.207,0.022,0.038,0.195,0.371,1.552,5.2,1,0.037
SHOP000319,0,23.0,274.0,0.527,3,91.4,0.349,0.049,0.035,0.962,0.101,0.194,0.103,0.302,0.084,0.443,2.385,6.5,1,0.018
SHOP000320,1,25.0,205.0,0.694,3,53.9,0.254,0.124,0.016,0.883,0.181,0.126,0.084,-0.537,0.14,0.393,1.671,7.5,1,0.039
SHOP000321,1,27.0,128.0,0.519,2,80.2,0.298,0.065,0.018,0.852,0.041,0.159,0.008,-0.327,0.127,0.209,1.961,6.6,1,0.054
SHOP000322,1,25.0,66.0,0.569,1,109.7,0.061,0.12,0.054,0.877,0.176,0.257,0.003,-0.368,0.195,0.935,1.891,7.3,1,0.028
SHOP000323,1,12.0,211.0,0.479,2,94.8,0.129,0.06,0.019,0.852,-0.153,0.21,0.205,-1.514,0.148,0.447,2.229,7.0,2,0.031
SHOP000324,0,24.0,128.0,0.769,0,94.3,0.134,0.108,0.016,0.827,0.276,0.25,-0.162,-0.763,0.135,0.594,1.106,2.1,5,0.028
SHOP000325,0,21.0,56.0,0.558,0,43.6,0.241,0.089,0.022,0.786,-0.138,0.32,0.189,1.1,0.343,0.633,2.09,4.5,0,0.0
SHOP000326,0,19.0,80.0,0.403,1,143.4,0.196,0.056,0.027,0.881,0.413,0.125,0.079,0.503,0.164,0.205,2.262,4.5,0,0.031
SHOP000327,0,18.0,205.0,0.523,1,104.1,0.259,0.079,0.011,0.917,0.102,0.214,0.109,-1.045,0.08,0.348,1.037,8.6,1,0.056
SHOP000328,0,12.0,277.0,0.357,1,75.0,0.493,0.022,0.028,0.925,0.112,0.14,0.207,0.054,0.171,0.499,3.095,4.6,0,0.044
SHOP000329,0,24.0,206.0,0.288,1,42.9,0.286,0.077,0.032,0.928,-0.052,0.213,-0.071,0.047,0.055,0.516,2.461,1.7,0,0.043
SHOP000330,0,14.0,144.0,0.345,0,37.2,0.331,0.096,0.029,0.76,-0.335,0.247,-0.111,1.898,0.061,0.661,1.98,3.5,0,0.014
SHOP000331,0,10.0,175.0,0.464,2,42.8,0.271,0.112,0.017,0.811,0.054,0.208,-0.203,2.537,0.141,0.466,2.648,4.2,1,0.018
SHOP000332,0,21.0,186.0,0.408,1,73.7,0.275,0.062,0.03,0.899,0.367,0.141,0.059,-0.013,0.137,0.535,1.981,4.8,0,0.049
SHOP000333,0,24.0,83.0,0.182,2,46.7,0.274,0.047,0.04,0.991,0.173,0.174,0.225,-0.911,0.022,0.587,2.421,6.9,1,0.015
